4000.00,0.1883
3999.00,0.1883
3998.00,0.1884
3997.00,0.1885
3996.00,0.1885
3995.00,0.1886
3994.00,0.1886
3993.00,0.1887
3992.00,0.1888
3991.00,0.1888
3990.00,0.1889
3989.00,0.1889
3988.00,0.1889
3987.00,0.1890
3986.00,0.1890
3985.00,0.1891
3984.00,0.1892
3983.00,0.1893
3982.00,0.1894
3981.00,0.1894
3980.00,0.1894
3979.00,0.1895
3978.00,0.1895
3977.00,0.1896
3976.00,0.1896
3975.00,0.1897
3974.00,0.1897
3973.00,0.1898
3972.00,0.1898
3971.00,0.1899
3970.00,0.1899
3969.00,0.1900
3968.00,0.1900
3967.00,0.1900
3966.00,0.1901
3965.00,0.1902
3964.00,0.1903
3963.00,0.1903
3962.00,0.1904
3961.00,0.1904
3960.00,0.1904
3959.00,0.1904
3958.00,0.1904
3957.00,0.1904
3956.00,0.1904
3955.00,0.1904
3954.00,0.1905
3953.00,0.1906
3952.00,0.1906
3951.00,0.1908
3950.00,0.1909
3949.00,0.1909
3948.00,0.1910
3947.00,0.1911
3946.00,0.1912
3945.00,0.1913
3944.00,0.1913
3943.00,0.1912
3942.00,0.1911
3941.00,0.1911
3940.00,0.1911
3939.00,0.1912
3938.00,0.1913
3937.00,0.1914
3936.00,0.1915
3935.00,0.1916
3934.00,0.1918
3933.00,0.1918
3932.00,0.1918
3931.00,0.1917
3930.00,0.1917
3929.00,0.1917
3928.00,0.1917
3927.00,0.1918
3926.00,0.1918
3925.00,0.1918
3924.00,0.1918
3923.00,0.1919
3922.00,0.1920
3921.00,0.1922
3920.00,0.1923
3919.00,0.1925
3918.00,0.1925
3917.00,0.1925
3916.00,0.1924
3915.00,0.1924
3914.00,0.1924
3913.00,0.1924
3912.00,0.1924
3911.00,0.1924
3910.00,0.1925
3909.00,0.1925
3908.00,0.1926
3907.00,0.1927
3906.00,0.1928
3905.00,0.1930
3904.00,0.1931
3903.00,0.1934
3902.00,0.1936
3901.00,0.1938
3900.00,0.1938
3899.00,0.1936
3898.00,0.1935
3897.00,0.1935
3896.00,0.1935
3895.00,0.1936
3894.00,0.1937
3893.00,0.1937
3892.00,0.1936
3891.00,0.1935
3890.00,0.1936
3889.00,0.1939
3888.00,0.1942
3887.00,0.1944
3886.00,0.1944
3885.00,0.1943
3884.00,0.1943
3883.00,0.1944
3882.00,0.1944
3881.00,0.1943
3880.00,0.1942
3879.00,0.1942
3878.00,0.1943
3877.00,0.1946
3876.00,0.1947
3875.00,0.1946
3874.00,0.1946
3873.00,0.1947
3872.00,0.1950
3871.00,0.1952
3870.00,0.1953
3869.00,0.1953
3868.00,0.1954
3867.00,0.1956
3866.00,0.1957
3865.00,0.1957
3864.00,0.1956
3863.00,0.1955
3862.00,0.1954
3861.00,0.1955
